CESU Name,Federal Agency,Fiscal Year,Award Number,Local Number,Partner,Location,Project Title,Type,Discipline,Initial Amount,Added Amount,Total Amount,Partner Principal Investigator First Name,Partner Principal Investigator Last Name,Federal Tech Rep First Name,Federal Tech Rep Last Name,Federal Project Lead First Name,Federal Project Lead Last Name,Students Involved,Sensitive Data,Description,Notes,Received Date,Reviewed Date,Approved Date,Start Date,End Date,Project Status,Awarding Office,Modification Status,Modification Number,Modification Type,Modification Approved Date,Deliverables Received,Files
Colorado Plateau (COPL),National Park Service,2015,P15AC01401,UNM-116,University of New Mexico,VALL,"Resilient Landscapes: Use of NEXRAD Doppler Radar data to assess hydrologic function during watershed restoration and fire management in the Valles Caldera National Preserve, New Mexico",Technical Assistance,Natural,"$42,300.00","$42,735.00","$85,035.00",Mark,Stone,Todd,Chaudhry,,,Yes,No,,,,,,8/15/15,12/31/17,,,,,,,,
Colorado Plateau (COPL),National Park Service,2015,P15AC01523,UPE-24,University of Pennsylvania,IMRO,Development of a Historic Preservation Training Curriculum and Fundamentals Course for the Vanishing Treasures Program,Educational,Cultural,"$90,475.00","$54,065.00","$144,540.00",Frank,Matero,Lauren,Meyer,,,Yes,No,,,,,,9/1/15,9/30/17,,,,,,,,
Colorado Plateau (COPL),National Park Service,2015,P15AC01617,CSUCP-153,Colorado State University,SWEPMT| NAVA,"Resource Assessment, Restoration, and Erosion Control at Navajo National Monument",Technical Assistance,Interdisciplinary,"$95,000.00",$0.00,"$95,000.00",David,Cooper,Charles,Schelz,,,Yes,No,,,,,,8/30/15,9/30/18,,,,,,,,
Colorado Plateau (COPL),National Park Service,2015,P15AC01619,UPE-23,University of Pennsylvania,FOUN,Documentation and Assessment of Conditions and Treatments at Fort Union National Monument,Technical Assistance,Cultural,"$34,998.00",$0.00,"$34,998.00",Frank,Matero,Lorenzo,Vigil,,,Yes,No,,,,,,9/18/15,7/31/17,,,,,,,,
Colorado Plateau (COPL),National Park Service,2015,P15AC01640,UNM-117,University of New Mexico,NTIR,Student Experience in National Trails Landscape Architectural Development Activities,Educational,Cultural,"$25,098.00",$0.00,"$25,098.00",Alf,Simon,Frank,Norris,,,Yes,Yes,,,,,,9/15/15,9/30/16,,,,,,,,
Colorado Plateau (COPL),National Park Service,2015,P15AC01641,UNM-119,University of New Mexico,NTIR,Student Experience in National Trails GIS Development Activities,Educational,Interdisciplinary,"$25,098.00",$0.00,"$25,098.00",Maria,Lane,Frank,Norris,,,Yes,Yes,,,,,,9/15/15,9/30/16,,,,,,,,
Colorado Plateau (COPL),National Park Service,2015,P15AC01643,UNM-118,University of New Mexico,NTIR| ELCA,Historic Building Survey of Buildings Associated with El CamiNo Real de Tierra Adentro National Historic Trail in the Greater Albuquerque/Santa Fe Area,Educational,Cultural,"$25,096.00",$0.00,"$25,096.00",Francisco,Uvina-Contreras,Frank,Norris,,,Yes,Yes,,,,,,9/15/15,9/30/16,,,,,,,,
Colorado Plateau (COPL),National Park Service,2015,P15AC01657,UNM-121,University of New Mexico,CHCU,Catalog Chaco Stratigraphy Project Collections,Technical Assistance,Cultural,"$27,564.00","$53,123.00","$80,687.00",David,Phillips,Wendy,Bustard,,,Yes,No,,,,,,9/21/15,12/31/17,,,,,,,,
Colorado Plateau (COPL),National Park Service,2015,P15AC01658,CMU-08,Colorado Mesa University,IMRO,"Archeological Metal Detecting Investigation Within and Around the Rosebud Battlefield State Park, Montana",Technical Assistance,Cultural,"$8,977.00",$0.00,"$8,977.00",Douglas,Scott,Charles,Haecker,,,Yes,Yes,,,,,,9/1/15,9/30/16,,,,,,,,
Colorado Plateau (COPL),National Park Service,2015,P15AC01722,UNM-120,University of New Mexico,VALL,Developing Skills and Methods for Landscape Scale Inventory and Evaluation of Cultural Resources,Educational,Cultural,"$9,995.00","$42,297.00","$52,292.00",Robert,Dello-Russo,Robert ,Parmenter,,,Yes,Yes,,,,,,8/31/15,12/31/16,,,,,,,,
Colorado Plateau (COPL),National Park Service,2015,P15AC01808,NAU-464,Northern Arizona University,GRCA,Wildland Fire and the Northern Arizona Ecosystem,Technical Assistance,Interdisciplinary,"$15,000.00",$0.00,"$15,000.00",Peter,Friederici,Ronda,Newton,,,No,Yes,,,,,,9/15/15,9/15/17,,,,,,,,
Colorado Plateau (COPL),National Park Service,2015,P15AC01869,,Dixie State University,MOJA,Mojave Diverse Outdoor Leaders Institute (DOLI),Educational,Interdisciplinary,"$86,807.28","$262,552.00","$349,359.28",Erin,O'Brien,Kevin,Turner,,,Yes,No,,,,,,9/11/15,12/15/18,,,,,,,,
Colorado Plateau (COPL),National Park Service,2015,P15AC01887,NAU-465,Northern Arizona University,CESU,"CESU COPL – Leadership, Coordination, and Administrative Oversight for the Colorado Plateau Cooperative Ecosystem Studies Unit",Technical Assistance,Interdisciplinary,"$13,400.00","$24,200.00","$37,600.00",James,Allen,Tom,Fish,,,No,No,,,,,,9/21/15,6/17/19,,,,,,,,
Colorado Plateau (COPL),National Park Service,2015,P15AC01898,,Colorado State University,YOSE,Restoration of Carbon Storing Ecosystem in Tuolumne Meadows,Research,Natural,"$547,118.00",$0.00,"$547,118.00",David,Cooper,Sue,Beatty,,,Yes,No,,,,,,9/28/15,9/28/20,,,,,,,,
Colorado Plateau (COPL),National Park Service,2016,P16AC00010,NMSUCP-03,New Mexico State University,VALL,"Large Mammal Responses to Wildfire and Landscape-Scale Forest Restoration in the Jemez Mountains, New Mexico",Research,Natural,"$96,264.00","$330,179.00","$426,443.00",Gary,Roemer,Todd,Chaudhry,,,Yes,No,,,,,,1/15/16,3/31/17,,,,,,,,
Colorado Plateau (COPL),National Park Service,2016,P16AC00025,UUTCP-05,University of Utah,ARCH,"Deformation Monitoring of North Window, Arches National Park",Research,Natural,"$17,935.00","$4,025.00","$21,960.00",Jeff,Moore,Mark,Miller,,,Yes,No,,,,,,11/9/15,12/31/19,,,,,,,,
Colorado Plateau (COPL),National Park Service,2016,P16AC00069,UNM-122,University of New Mexico,VALL,Watershed Disturbance and Restoration Impacts on Hydrologic Function: Model Calibration and Validation on a Landscape Scale,Research,Natural,"$59,180.82",$0.00,"$59,180.82",Mark,Stone,Robert,Parmenter,,,Yes,No,,,,,,2/1/16,3/31/17,,,,,,,,
Colorado Plateau (COPL),National Park Service,2016,P16AC00081,NAUCP-466,Northern Arizona University,ACAD,Digital Methods for ADA-Compliant Interpretation for Visitors who are Blind or have Low-Vision,Technical Assistance,Interdisciplinary,"$34,348.00",$0.00,"$34,348.00",Michael,Kelly,Christie,Anastasia,,,Yes,No,,,,,,12/28/15,9/29/17,,,,,,,,
Colorado Plateau (COPL),National Park Service,2016,P16AC00083,MNA-75,Museum of Northern Arizona,FLAG,Determine and Document All Sites and Collections from the Glen Canyon Project at the Museum of Northern Arizona,Technical Assistance,Interdisciplinary,"$55,995.00",$0.00,"$55,995.00",Kimberly,Spurr,Gwenn,Gallenstein,,,Yes,No,,,,,,12/15/15,12/31/18,,,,,,,,
Colorado Plateau (COPL),National Park Service,2016,P16AC00084,UAZCP-308,University of Arizona,WACC| LIBI,Digitize Early 20th Century Photographs and the Elizabeth Bacon Custer Personal Paper Collection,Technical Assistance,Cultural,"$49,997.00",$0.00,"$49,997.00",Bruce ,Fulton,Khaleel,Saba,,,Yes,No,,,,,,12/28/15,6/30/18,,,,,,,,
Colorado Plateau (COPL),National Park Service,2016,P16AC00114,USUCP-78,Utah State University,IMRO,Utah State University Summer Internship – National Park Service Dark Skies Media and Outreach,Education,Interdisciplinary,"$3,525.00",$0.00,"$3,525.00",Chris,Luecke,Randy,Stanley,,,Yes,No,,,,,,1/1/16,9/30/16,,,,,,,,
Colorado Plateau (COPL),National Park Service,2016,P16AC001815,UAZCP-314,University of Arizona,IMRO,TICRAT 2017,Technical Assistance,Cultural,"$15,000.00",$0.00,"$15,000.00",Jeffrey,Brooks,Krista,Muddle,,,Yes,No,,,,,,9/15/16,9/30/18,,,,,,,,
Colorado Plateau (COPL),National Park Service,2016,P16AC00313,NAU-446,Northern Arizona University,SWEPMT,Flora Project Portal and Digital Field Guide,Technical Assistance,Natural,"$17,333.00","$42,796.00","$60,129.00",Neil,Cobb,Jeff,Conn,,,No,No,,,,,,6/22/16,3/1/18,,,,,,,,
Colorado Plateau (COPL),National Park Service,2016,P16AC00315,UAZCP-311,University of Arizona,WACC,Promote Research and Preservation on National Park Service Collections,Education,Cultural,"$103,307.00","$58,863.00","$162,170.00",Pearce Paul,Creasman,Brenda,McLain,,,Yes,Yes,,,,,,7/1/16,7/31/18,,,,,,,,
Colorado Plateau (COPL),National Park Service,2016,P16AC00316,UAZCP-313,University of Arizona,WACC,Discover and Make DendrochroNology Specimens Accessible – Hawley Bell Collection,Technical Assistance,Interdisciplinary,"$15,000.00",$0.00,"$15,000.00",Pearce Paul,Creasman,Kim,Beckwith,,,Yes,Yes,,,,,,9/1/16,9/30/19,,,,,,,,
Colorado Plateau (COPL),National Park Service,2016,P16AC00318,UPE-26,University of Pennsylvania,NCRO,Cultural Landscapes Inventory – Washington DC Historic Golf Courses,Technical Assistance,Cultural,"$139,784.00",$0.00,"$139,784.00",Randall,Mason,Maureen,Joseph,,,Yes,No,,,,,,7/15/16,6/30/17,,,,,,,,
Colorado Plateau (COPL),National Park Service,2016,P16AC00319,NAU-450,Northern Arizona University,GRCA,"Development of Online Launch Calendar, Phase II",Technical Assistance,Interdisciplinary,"$26,547.00",$0.00,"$26,547.00",Maggie,Vanderberg,Ronda,Newton,,,Yes,Yes,,,,,,5/1/16,10/1/17,,,,,,,,
Colorado Plateau (COPL),National Park Service,2016,P16AC00327,UNM-133,University of New Mexico,IMRO,Geospatial + Temporal Visualization Tools for NPS Cultural Landscapes Training and Education,Technical Assistance,Cultural,"$23,435.00",$0.00,"$23,435.00",Tim,Castillo,Julie,McGilvray,,,Yes,No,,,,,,9/1/16,12/31/17,,,,,,,,
Colorado Plateau (COPL),National Park Service,2016,P16AC00328,NAU-454,Northern Arizona University,GRCA,Public Data Sharing for the Greater Grand Canyon Landscape Assessment,Technical Assistance,Interdisciplinary,"$7,500.00",$0.00,"$7,500.00",Thomas,Sisk,Todd,Chaudhry,,,Yes,No,,,,,,9/1/16,12/30/17,,,,,,,,
Colorado Plateau (COPL),National Park Service,2016,P16AC00330,UNM-134,University of New Mexico,CHCU,Conduct Condition Assessment and Data Collection Work,Technical Assistance,Cultural,"$20,000.00",$0.00,"$20,000.00",Wirt,Wills,Wendy,Bustard,,,Yes,Yes,,,,,,9/1/16,8/30/17,,,,,,,,
Colorado Plateau (COPL),National Park Service,2016,P16AC00344,,Southern Utah University,GRBA,Interpretation Interns 2016,Education,Interdisciplinary,"$18,984.91",$0.00,"$18,984.91",Briget,Eastep,Anita,Hansen,,,Yes,No,,,,,,5/1/16,12/31/16,,,,,,,,
Colorado Plateau (COPL),National Park Service,2016,P16AC00353,MNA-77,Museum of Northern Arizona,FLAG,Conserve Prehistoric Pots and Increase Accessibility to Monument Artifacts at the Museum of Northern Arizona,Technical Assistance,Cultural,"$59,925.00","$19,987.00","$79,912.00",Elaine,Hughes,Gwenn,Gallenstein,,,Yes,No,,,,,,4/15/16,12/31/19,,,,,,,,
Colorado Plateau (COPL),National Park Service,2016,P16AC00381,MNA-76,Museum of Northern Arizona,GLCA,"Excavate and Reinter Inadvertent Discoveries of Human Remains from Iceberg Canyon and Moqui Canyon, Glen Canyon National Recreation Area",Technical Assistance,Cultural,"$7,792.00",$0.00,"$7,792.00",Kimberly,Spurr,Lisa,Napoli,,,Yes,Yes,,,,,,3/25/16,9/30/16,,,,,,,,
Colorado Plateau (COPL),National Park Service,2016,P16AC00420,NAU-447,Northern Arizona University,SAGU,"A Hierarchical Remote Sensing Approach to Improve Buffelgrass Detection, Phase One",Research,Natural,"$29,998.00","$23,000.00","$52,998.00",Temuulen,Sankey,Dana,Backer,,,Yes,No,,,,,,4/30/16,6/30/18,,,,,,,,
Colorado Plateau (COPL),National Park Service,2016,P16AC00421,UNM-123,University of New Mexico,VALL,"Successional Changes in Arthropod Assemblages during Watershed Restoration and Fire Management in the Valles Caldera National Preserve, New Mexico",Research,Natural,"$104,385.00","$108,567.00","$212,952.00",Kelly,Miller,Robert,Parmenter,,,Yes,No,,,,,,6/15/16,9/30/17,,,,,,,,
Colorado Plateau (COPL),National Park Service,2016,P16AC00513,ASU-80,Arizona State University,CAGR,Conduct Archaeological Surface Density Surveys at Casa Grande Ruins National Monument,Technical Assistance,Cultural,"$35,000.00",$0.00,"$35,000.00",Arleyn,Simon,Matt,Guebard,,,Yes,Yes,,,,,,5/15/16,5/14/17,,,,,,,,
Colorado Plateau (COPL),National Park Service,2016,P16AC00538,CSUCP-154,Colorado State University,MEVE,"Field Surveys, Monitoring, and Data Development for Special Status Plants in Mesa Verde National Park, Montezuma County, Colorado – 2016",Research,Natural,"$26,300.00",$0.00,"$26,300.00",Jill,Handwerk,George,San Miguel,,,No,No,,,,,,5/12/16,5/31/17,,,,,,,,
Colorado Plateau (COPL),National Park Service,2016,P16AC00544,NAU-448,Northern Arizona University,TUZI,Trapping Threatened Northern Mexican Gartersnakes in Tavasci Marsh,Technical Assistance,Natural,"$5,998.00",$0.00,"$5,998.00",Erika,Nowak,Tina,Greenawalt,,,No,Yes,,,,,,12/31/16,12/31/16,,,,,,,,
Colorado Plateau (COPL),National Park Service,2016,P16AC00556,NAU-449,Northern Arizona University,PEFO,Understanding the Timing of Ancient Climate Change and Biotic Response at PEFO,Research,Natural,"$21,150.00","$86,068.00","$107,218.00",Nancy,Riggs,William,Parker,,,Yes,No,,,,,,5/1/16,3/31/19,,,,,,,,
Colorado Plateau (COPL),National Park Service,2016,P16AC00659,DIX-02,Dixie State University,PARA,Entomology BioBlitz of Grand Canyon-Parashant National Monument,Technical Assistance,Natural,"$4,845.00",$0.00,"$4,845.00",Jennifer,Ciaccio,Jennifer,Fox,,,Yes,Yes,,,,,,5/16/16,12/31/16,,,,,,,,
Colorado Plateau (COPL),National Park Service,2016,P16AC00681,UNM-124,University of New Mexico,VALL| BAND,"Arthropod Responses to Climate Change and Natural Disturbance Events across an Elevational Gradient in the Jemez Mountains, New Mexico",Research,Natural,"$59,974.00",$0.00,"$59,974.00",David,Lightfoot,Robert,Parmenter,,,Yes,No,,,,,,5/24/16,12/31/17,,,,,,,,
Colorado Plateau (COPL),National Park Service,2016,P16AC00768,UNM-125,University of New Mexico,CAVE,Do Western Bat Species Possess Natural Defenses to White-Nose Syndrome? Using the Skin/Fur Microbiome to Identify Potential Biocontrol Agents and Using Results to Educate Park Visitors,Research,Natural,"$154,399.00",$0.00,"$154,399.00",Diana,Northup,Steve,Baumann,,,Yes,No,,,,,,5/1/16,9/30/17,,,,,,,,
Colorado Plateau (COPL),National Park Service,2016,P16AC00825,,Northern Arizona University,SCPN,Field Ecology and Technical Support for Long-term Monitoring in National Parks of the Southern Colorado Plateau Network – 2016,Technical Assistance,Natural,"$240,000.00","$250,586.00","$490,586.00",James,Allen,Lisa,Thomas,,,Yes,No,,,,,,6/30/16,9/30/18,,,,,,,,
Colorado Plateau (COPL),National Park Service,2016,P16AC00880,UNR-01,"University of Nevada, ReNo",VALL,Climate Monitoring in the Jemez Mountains of New Mexico,Technical Assistance,Natural,"$8,210.00","$32,987.00","$41,197.00",Greg,McCurdy,Robert,Parmenter,,,Yes,No,,,,,,6/8/16,12/31/17,,,,,,,,
Colorado Plateau (COPL),National Park Service,2016,P16AC00881,CSUCP-155,Colorado State University,FMPC,Integration of Strategic Wildfire and Fuel Treatment Analysis into National Budget Framework,Research,Natural,"$150,000.00","$97,000.00","$247,000.00",Douglas,Rideout,Sheila,Williams,,,Yes,No,,,,,,6/30/16,9/30/17,,,,,,,,
Colorado Plateau (COPL),National Park Service,2016,P16AC00888,UNM-127,University of New Mexico,VALL,Developing Skills and Methods for Landscape Scale Inventory and Evaluation of Cultural Resources,Education,Cultural,"$120,845.00","$1,485,584.00","$1,606,429.00",Robert,Dello-Russo,Jamie,Civitello,,,Yes,Yes,,,,,,6/20/16,12/31/17,,,,,,,,
Colorado Plateau (COPL),National Park Service,2016,P16AC00895,USUCP-79,Utah State University,BIBE| RIGR,Monitoring Channel Change and Sediment Dynamics within Big Bend National Park,Research,Natural,"$16,492.00","$19,972.00","$36,464.00",Jack,Schmidt,Jeffery,Bennett,,,Yes,Yes,,,,,,9/1/16,12/1/17,,,,,,,,
Colorado Plateau (COPL),National Park Service,2016,P16AC00911,NAU-451,Northern Arizona University,VALL,Impact of Forest Restoration Activities (Thinning) on Soil Compaction and Soil Biological Communities,Research,Natural,"$130,287.00","$190,010.00","$320,297.00",Nancy,Johnson,Robert,Parmenter,,,Yes,No,,,,,,7/1/16,5/30/21,,,,,,,,
Colorado Plateau (COPL),National Park Service,2016,P16AC00928,UAZCP-310,University of Arizona,WACC| BAND| CORO| DENA| JODR| WASO,Improve Access to National Park Service Archives,Technical Assistance,Interdisciplinary,"$213,478.00","$120,054.00","$333,532.00",Bruce,Fulton,Khaleel,Saba,,,Yes,No,,,,,,7/1/16,6/30/19,,,,,,,,
Colorado Plateau (COPL),National Park Service,2016,P16AC00931,UPE-25,University of Pennsylvania,TUMA,Conservation of Interior Surface Finishes in Mission San Jose de Tumacácori,Technical Assistance,Cultural,"$152,621.00","$38,998.00","$191,619.00",Frank,Matero,Adam,Springer,,,Yes,No,,,,,,9/1/16,6/1/21,,,,,,,,
Colorado Plateau (COPL),National Park Service,2016,P16AC00936,UNM-126,University of New Mexico,VALL,Post-fire Fen Evolution Effects on Stream Water Quality,Research,Natural,"$24,869.00",$0.00,"$24,869.00",Laura,Crossey,Robert,Parmenter,,,Yes,No,,,,,,6/14/16,12/31/17,,,,,,,,
Colorado Plateau (COPL),National Park Service,2016,P16AC00938,,Utah State University,SCPN,Identification & Enumeration of Aquatic Macroinvertebrates to Support Long-term Monitoring of Aquatic Macroinvertebrate Communities in National Park Service Units of the Southern Colorado Plateau Network; Utah State University - 2016,Technical Assistance,Natural,"$8,220.00",$0.00,"$8,220.00",Scott,Miller,Lisa,Thomas,,,Yes,No,,,,,,7/26/16,1/31/18,,,,,,,,
Colorado Plateau (COPL),National Park Service,2016,P16AC00942,UNM-128,University of New Mexico,VALL,Statistical Analyses of Restoration Monitoring Programs in the Jemez Mountains of Northern New Mexico,Technical Assistance,Natural,"$17,500.00","$76,501.00","$94,001.00",Orrin,Meyers,Robert,Parmenter,,,Yes,No,,,,,,6/15/16,12/31/17,,,,,,,,
Colorado Plateau (COPL),National Park Service,2016,P16AC00955,UNM-130,University of New Mexico,BAND,"Bandelier Archeological Inventory, 2016-2020",Research,Cultural,"$110,012.00","$98,909.00","$208,921.00",Robert,Dello-Russo,Jamie,Civitello,,,Yes,Yes,,,,,,8/1/16,6/1/20,,,,,,,,
Colorado Plateau (COPL),National Park Service,2016,P16AC00957,UNM-129,University of New Mexico,NTIR,Student Experience in National Trails Historical Research,Education,Cultural,"$24,849.00","$1,424.00","$26,273.00",Samuel,Yestt,Frank,Norris,,,Yes,No,,,,,,9/15/16,9/30/17,,,,,,,,
Colorado Plateau (COPL),National Park Service,2016,P16AC00959,UAZCP-309,University of Arizona,VALL,Jemez Mountains Salamander Microclimate Changes during Forest Restoration,Technical Assistance,Natural,"$15,851.00","$65,559.00","$81,410.00",Jon,Chorover,Robert,Parmenter,,,Yes,No,,,,,,6/15/16,12/31/17,,,,,,,,
Colorado Plateau (COPL),National Park Service,2016,P16AC00976,ASW-04,Archaeology Southwest,WACC,Cataloging BIA Collections Housed at the Western Archeological and Conservation Center,Education,Interdisciplinary,"$46,988.00","$52,406.00","$99,394.00",William,Doelle,Brenda,McLain,,,Yes,No,,,,,,6/27/16,9/30/18,,,,,,,,
Colorado Plateau (COPL),National Park Service,2016,P16AC01028,,Northern Arizona University,SCPN,Trend Analysis Assessment for Bird Monitoring: Literature Review and Data Analysis to Support Southern Colorado Plateau Network Bird Monitoring,Research,Natural,"$48,105.00","$86,406.00","$134,511.00",Jennifer,Holmes,Lisa,Thomas,,,No,No,,,,,,8/10/16,12/31/19,,,,,,,,
Colorado Plateau (COPL),National Park Service,2016,P16AC01043,UAZCP-312,University of Arizona,WACC| SOAR| CORO| FOBO| MOCA|TONT| CAGR|TUMA| TUZI,Catalog and Digitize Southern Arizona Group Cultural Resource Records,Education,Cultural,"$77,197.00",$0.00,"$77,197.00",Bruce,Fulton,Khaleel,Saba,,,Yes,No,,,,,,7/6/16,6/30/18,,,,,,,,
Colorado Plateau (COPL),National Park Service,2016,P16AC01100,UUTCP-06,University of Utah,PISP,Conduct Research to Explore Meanings and Background Information Related to Prehistoric and Historic Inscriptions within Pipe Spring National Monument,Research,Cultural,"$29,821.05",$0.00,"$29,821.05",Gregory,Smoak,Paula,Ogden-Muse,,,Yes,Yes,,,,,,8/1/16,3/31/18,,,,,,,,
Colorado Plateau (COPL),National Park Service,2016,P16AC01127,UNM-131,University of New Mexico,NTIR,Student Experience in National Trails GIS Development Activities,Education,Interdisciplinary,"$25,383.00",$0.00,"$25,383.00",Maria,Lane,Frank,Norris,,,Yes,No,,,,,,7/15/16,9/30/17,,,,,,,,
Colorado Plateau (COPL),National Park Service,2016,P16AC01141,UNM-132,University of New Mexico,NTIR| ECLA,Historic Building Survey of Buildings Associated with El CamiNo Real de Tierra Adentro National Historic Trail in the Greater Albuquerque/Santa Fe Area: Year Two,Education,Cultural,"$22,527.00","$24,985.00","$47,512.00",Francisco,Uvina-Contreras,Angelica,Sánchez-Clark,,,Yes,Yes,,,,,,9/15/16,9/30/17,,,,,,,,
Colorado Plateau (COPL),National Park Service,2016,P16AC01153,,Northern Arizona University,FLAG,AmeriCorps VISTA Education and Public Outreach Coordinator for the Flagstaff Area National Monuments,Education,Interdisciplinary,"$7,050.00",$0.00,"$7,050.00",Sharon,Elaine-Tewksbury-Bloom,Cecilia,Shields,,,No,No,,,,,,7/13/16,8/29/17,,,,,,,,
Colorado Plateau (COPL),National Park Service,2016,P16AC01176,UPE-29,University of Pennsylvania,GRTE,"Jackson Lake Lodge Historic Structures Report, Part 3",Technical Assistance,Cultural,"$81,120.00","$9,635.00","$90,755.00",Frank,Matero,ShanNon,Dennison,,,Yes,No,,,,,,8/2/16,9/30/17,,,,,,,,
Colorado Plateau (COPL),National Park Service,2016,P16AC01184,CMU-09,Colorado Mesa University,DINo,Providing GIS Technical Assistance for Archaeological Sites located within DiNosaur National Monument,Technical Assistance,Cultural,"$5,000.00",$0.00,"$5,000.00",John,Seebach,Lisa,Baldwin,,,Yes,Yes,,,,,,8/1/16,7/1/17,,,,,,,,
Colorado Plateau (COPL),National Park Service,2016,P16AC01190,SUU-48,Southern Utah University,BRCA,Intergovernmental Internship Cooperative (IIC) Youth Partnership Project 2016,Education,Interdisciplinary,"$609,653.00","$296,967.00","$906,620.00",Briget,Eastep,Rhea,Dearden,,,Yes,No,,,,,,7/25/16,12/31/17,,,,,,,,
Colorado Plateau (COPL),National Park Service,2016,P16AC01214,SUU-47,Southern Utah University,ZION,Artifact Analysis Work,Technical Assistance,Cultural,"$44,947.00",$0.00,"$44,947.00",Barbara,Walling-Frank,Laura,Schage,,,Yes,Yes,,,,,,9/19/16,12/29/17,,,,,,,,
Colorado Plateau (COPL),National Park Service,2016,P16AC01227,NAU-453,Northern Arizona University,PAIS,Student Experience in Community Engagement and Stakeholder Coalition Building in a Diverse Community in Proximity to a National Park,Technical Assistance,Social,"$10,212.00",$0.00,"$10,212.00",Michael,Kelly,James,Lindsay,,,Yes,No,,,,,,9/20/16,4/1/17,,,,,,,,
Colorado Plateau (COPL),National Park Service,2016,P16AC01253,ASU-81,Arizona State University,FLAG| WACA| SUCR| WUPA,Wupatki and Sunset Crater National Monuments Visitor Use Study,Research,Social,"$50,602.00","$45,369.00","$95,971.00",Megha,Budruk,Cecilia,Shields,,,Yes,No,,,,,,8/1/16,5/31/18,,,,,,,,
Colorado Plateau (COPL),National Park Service,2016,P16AC01266,UPE-27,University of Pennsylvania,FLFO,Conservation Assessment and Treatment Testing and Recommendations for Petrified Fossil Tree Stumps,Research,Natural,"$24,785.00",$0.00,"$24,785.00",Frank,Matero,Michelle,Wheatley,,,Yes,Yes,,,,,,7/25/16,9/30/18,,,,,,,,
Colorado Plateau (COPL),National Park Service,2016,P16AC01338,CSP-XX,Conservation Science Partners,NCPN,Statistical Support for Long-Term Monitoring in Five Intermountain Inventory and Monitoring Networks,Technical Assistance,Natural,"$78,750.00","$32,908.00","$111,658.00",Brett,Dickson,Dustin,Perkins,,,No,Yes,,,,,,8/8/16,12/31/18,,,,,,,,
Colorado Plateau (COPL),National Park Service,2016,P16AC01384,UPE-28,University of Pennsylvania,FOUN,Documentation and Assessment of Conditions and Treatments at Fort Union National Monument-PHASE 2,Technical Assistance,Cultural,"$66,225.00",$0.00,"$66,225.00",Frank,Matero,Lauren,Meyer,,,Yes,No,,,,,,8/23/16,9/15/17,,,,,,,,
Colorado Plateau (COPL),National Park Service,2016,P16AC01504,,Utah State University,GLBA,Glacier Bay NP Backcountry/Wilderness Visitor Use Study,Research,Social,"$56,261.00","$98,976.00","$155,237.00",Chris,Monz,Lewis,Sharman,,,Yes,No,,,,,,9/15/16,12/31/18,,,,,,,,
Colorado Plateau (COPL),National Park Service,2016,P16AC01521,,Northern Arizona University,DENA,Permafrost and Carbon Cycling Monitoring at the 8-Mile Lake Permafrost Observatory and Permafrost Index Site in Denali National Park and Decadal Data Analysis,Research,Natural,"$60,000.00","$28,000.00","$88,000.00",Ted,Schurr,David,Schirokauer,,,No,No,,,,,,9/15/16,9/30/21,,,,,,,,
Colorado Plateau (COPL),National Park Service,2016,P16AC01578,,University of New Mexico,LABE,Assessing Western Bat Hibernacula for the Presence of PseudogymNoascus at Lava Beds,Research,Natural,"$10,953.04",$0.00,"$10,953.04",Diana,Northup,Angela,Sutton,,,Yes,No,,,,,,9/22/16,12/31/17,,,,,,,,
Colorado Plateau (COPL),National Park Service,2016,P16AC01653,NAUCP-455,Northern Arizona University,BAND,East Jemez Landscape Futures,Technical Assistance,Interdisciplinary,"$30,000.00","$15,000.00","$45,000.00",Sasha,Stortz,Jeremy,Sweat,,,Yes,No,,,,,,9/1/16,9/1/19,,,,,,,,
Colorado Plateau (COPL),National Park Service,2016,P16AC01699,,Colorado State University,CHIS,"Population Status, Genetic Relationships and Temperature Tolerance of Song Sparrows on Anacapa Island",N/A,Natural,"$20,763.43",$0.00,"$20,763.43",Cameron,Ghalambor,Paula,Power,,,No,No,,,,,,9/15/16,9/1/18,,,,,,,,
Colorado Plateau (COPL),National Park Service,2016,P16AC01804,,Fort Lewis College,MOJA,EthNographic Overview and Assessment of African American Homesteading in Lanfair Valley,Research,Cultural,"$214,328.00",$0.00,"$214,328.00",Rebecca,Austin,Jennifer,Talken-Spaulding,,,Yes,Yes,,,,,,9/30/16,9/30/18,,,,,,,,
Colorado Plateau (COPL),National Park Service,2017,P17AC00054,,Museum of Northern Arizona,WACA,Research and Write Ranger Cabin Historic Furnishings Plan,Research,Cultural,"$30,000.00",$0.00,"$30,000.00",David,Purcell,Gwenn,Gallenstein,,,Yes,No,,,,,,12/30/16,12/31/19,,,,,,,,
Colorado Plateau (COPL),National Park Service,2017,P17AC00055,,University of Arizona,WACC,Prepare Archives Repository Guide for the Western Archeological and Conservation Center,Technical Assistance,Interdisciplinary,"$99,639.00",$0.00,"$99,639.00",Bruce,Fulton,Khaleel,Saba,,,Yes,No,,,,,,12/1/16,1/31/20,,,,,,,,
