Federal Partner,FY,J Number,Award Number,Continuation of,Partner,Park/Location,Project Title,Key Official (last),Key Official (first),Investigator-L,Investigator-F,Start Date,Stop Date,Project Discipline,Partner Award,Match Amount,Award Amount,Current Funding Amount,Original Award Total,Annual Research & Design Rpt Code,CA Account Number,Account Number,Area/Org,Ext 1,Ext 2,Ext 3,PWE,Description,Fund Source,Project Product,Received,Sent to TIC,Notes,Electronic Version Received,Mod .1 Date,Mod .1 Amount,mod 1 match,Mod .1 Notes,Mod .2 Date,Mod .2 Amount,mod 2 match,Mod .2 Notes,Mod .3 Date,Mod .3 Amount,mod 3 match,Mod .3 Notes,Mod .4 Date,Mod .4 Amount,mod 4 match,Mod .4 Notes,Mod .5 Date,Mod .5 Amount,mod 5 match,Mod .5 Notes,Mod .6 Date,Mod .6 Amount,mod 6 match,Mod .6 Notes,Project Type,project supported students,Student Status,Sensitive Data,Funding Amount,NPS Closed,Principle Investigator Name,Key Official Name
National Park Service (NPS),2009,09AC00141,UAZCP-193,,University of Arizona (UAZ),IMDE,Catalog Southwest Regional Office Archives,,,,,2009-09-01 00:00,2012-12-31 00:00,Cultural,$0.00 ,$0.00 ,"$29,246.00 ","$29,246.00 ",$0.00 ,0,H1200090005,8015-9067-UOC,,,,,UOC,,,Final Report,Jul-12,,R8100090247,1,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,Technical Assistance,0,,0,,1,Rich Lange,Lynn Mitchell
National Park Service (NPS),2009,8100090250,UAZCP-194,,University of Arizona (UAZ),MEVE,Conduct Collection Conditions Survey for Mesa Verde National Park,,,,,2009-09-01 00:00,2011-12-31 00:00,Cultural,$0.00 ,$0.00 ,"$12,000.00 ","$12,000.00 ",$0.00 ,0,H1200090005,1494-9076-COC,,,,,COC,,,Final Report,Jul-12,,,1,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,Technical Assistance,0,,0,,1,Rich Lange,Tef Rodeffer
National Park Service (NPS),2009,09AC00116,UAZCP-195,,University of Arizona (UAZ),GLCA NAVA,Catalog Archives Located at the Western Archeological & Conservation Center,,,,,2009-08-01 00:00,2013-12-31 00:00,Cultural,$0.00 ,$0.00 ,"$22,468.00 ","$22,468.00 ",$0.00 ,0,H1200090005,1445-9065-UOC,,,,,UOC,,,Final Report,Jul-14,,R1445090029,1,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,Technical Assistance,0,,0,,1,Rich Lange,Lynn Mitchell
National Park Service (NPS),2008,1496060030,FLC-012,FLC-003 FLC-005,Fort Lewis College (FLC),MEVE,Intern Program 2008,Travis,Scott,Ninnemann,John,2008-05-01 00:00,2009-10-15 00:00,Social,$0.00 ,$0.00 ,"$9,500.00 ","$9,500.00 ",$0.00 ,0,H1200040002,1492-5001-N8I 1493-8051-SSC,,,,,SSC,,,Final Report,Aug-11,Feb-12,,0,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,Educational,1,,0,,1,John Ninnemann,Scott Travis
National Park Service (NPS),2008,2118070020,USUCP-028,USUCP-024 USUCP-027,Utah State University (USU),NCPN,Identification & Enumeriation of Aquatic Macroinvertebrate Samples to Support Long-Term Monitoring of t Aquatic Macroinvertebrate Communities,Perkins,Dustin,Vinson,Mark,2008-05-01 00:00,2010-09-30 00:00,Natural,$0.00 ,$0.00 ,"$5,000.00 ","$5,000.00 ",$0.00 ,0,H1200040002,1242-203T-RYY,,,,,RYY,Rocky Mountain CESU FUNDED,,Final Report,Feb-11,Feb-11,"same report for 27, 28 and 24",1,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,Research,1,,0,,1,Mark Vinson,Dustin Perkins
National Park Service (NPS),2008,7810080027,UNM-017,,University of New Mexico (UNM),WHSA,Preliminary Hearth Mound GIS Maps,,,,,2008-10-01 00:00,2011-01-31 00:00,Interdisciplinary,$0.00 ,$0.00 ,"$7,020.00 ","$7,020.00 ",$0.00 ,0,H12000400002,7815-CZA,,,,,CZA,PARK,,Final Report,Feb-11,Feb-11,,1,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,Research,1,,0,,1,Esteban Muldavin,David Bustos
National Park Service (NPS),2008,1360080246,SUU-012,,Southern Utah University (SUU),CEBR,"Intergovernmental Internship Cooperative, Youth Partnership Projects",,,,,2008-08-31 00:00,2010-07-31 00:00,Social,$0.00 ,$0.00 ,"$75,000.00 ","$75,000.00 ",$0.00 ,0,H1200040002,1360-8051-SSC,,,,,SSC,Youth Partnerships program,,Final Report,,,,0,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,Educational,0,,0,,1,Wes Curtis,Paul Roelandt
National Park Service (NPS),2008,7470080054,NAU-279,,Northern Arizona University (NAU),WACA,Archeological Recovery of Remains from Island Trail,,,Downum,C. E.,2008-04-01 00:00,2010-08-31 00:00,Cultural,$0.00 ,$0.00 ,"$3,813.00 ","$3,813.00 ",$0.00 ,0,H12000040002,7470-ROCK-MWT,ANT35XE,,,,MWT,,,Final Report,4/2011,4/2011,Extended end date. Administratively closed 12-23-10.,1,2009-03-31 00:00,$0.00 ,$0.00 ,Project period extension.,2010-05-03 00:00,$0.00 ,$0.00 ,Project period extension.,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,Technical Assistance,1,,0,,1,Chris Downum,Lloyd Masayumptewa
National Park Service (NPS),2008,7470080087,NAU-298,,Northern Arizona University (NAU),WUPA,"Herbarium Specimen Preparation, Seep, & Spring Flora Inventory",,,Ayers,Tina,2008-09-22 00:00,2010-09-01 00:00,Natural,$0.00 ,$0.00 ,"$1,469.00 ","$1,469.00 ",$0.00 ,0,H1200040002,1242-NR1T-NYY,BIO35YW,,,,NYY,Natural Resources Program- Region,,Final Report,Nov-11,Mar-12,,1,2008-10-20 00:00,"($1,469.00)",$0.00 ,"For Accounting purposes, these funds will be activated under new account MPC35ZG.",,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,Research,0,,0,,1,Tina Ayers,Paul Whitefield
National Park Service (NPS),2008,7481080015,ASU-045,,Arizona State University (ASU),ORPI,Complete Cultural Landscape Inventories & National Register Documents for Victoria Mine & Quitobaquito Areas,,,,,2008-08-18 00:00,2010-01-31 00:00,Cultural,$0.00 ,$0.00 ,"$27,600.00 ","$27,600.00 ",$0.00 ,0,H1200040002,7481-0CLI-UCL,,,,,UCL,WASO Materials Weakness funds CRPP-CLI,,Final Report,,,,0,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,Technical Assistance,1,,0,,1,Nancy Dallett,Jill Cowley
National Park Service (NPS),2008,7481080016,UNM-020,,University of New Mexico (UNM),SAPU ELMA,Cultural Landscape Inventories for Gran Quivira  Unit,Mardorf,Carrie,,,2008-08-11 00:00,2010-11-15 00:00,Cultural,$0.00 ,$0.00 ,"$50,000.00 ","$50,000.00 ",,0,H1200040002,7481-0CLI-UCL,,,,,UCL,WASO Material Weakness funds via IMR CLI funds,,Final Report,Jun-11,Jun-11,,1,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,Technical Assistance,1,,0,,1,Baker Morrow,Carrie Mardorf
National Park Service (NPS),2008,7230080005,UNM-021,,University of New Mexico (UNM),FOUN,Archeological Resources Inventory & Evaluation,Sauter,Marie,,,2008-08-11 00:00,2012-12-31 00:00,Cultural,$0.00 ,$0.00 ,"$23,090.00 ","$23,090.00 ",$0.00 ,0,H1200040002,7230-0830-CCA,,,,,CCA,"Multi CCA, SZM",,Final Report,,,"7230-0830-CCA $70000 , 7230-SZM $3090; 12-10-10 - closed both technically and administratively - reports will be submitted under UNM-45
Admin closed 10/5/10",0,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,Research,0,,0,,1,Richard Chapman,Marie Sauter
National Park Service (NPS),2008,9855080055,UNM-022,,University of New Mexico (UNM),LACL,Ice Patch Archaeology,,,,,2008-08-01 00:00,2013-08-01 00:00,Cultural,$0.00 ,$0.00 ,"$44,550.00 ","$44,550.00 ",$0.00 ,0,H1200040002,9855-0816-CCA,,,,,CCA,CRPP SAIP CRPP-Base,,Final Report,,,"Final report for UNM-22, 26 and 47 will be sumitted when UNM-47 has been completed.",0,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,Research,1,,0,,1,E. James Dixon,Jeanne Schaaf
National Park Service (NPS),2008,741006009,CDA-007,CDA-003 CDA-004,Archaeology Southwest (ASW) (Formerly The Center for Desert Archaeology),ELMO,Laser Imaging of Inscriptions,,,,,2008-09-01 00:00,2011-12-31 00:00,Cultural,$0.00 ,$0.00 ,"$23,000.00 ","$23,000.00 ",$0.00 ,0,H1200040002,7410-0630-CCS,,,,,CCS,Cultural Resources Preservation Program base,,Final Report,Aug-12,Apr-13,"Partner: Center for Desert Arch      7410-0630-CCS $22000 7410-CZA $1000.
Single reports submitted for CDA-03, 04 and 07.",1,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,Technical Assistance,0,,0,,1,William Doelle,Steve Baumann
National Park Service (NPS),2008,2121070103,UNM-013,UNM-002,University of New Mexico (UNM),BAND,Vegetation Mapping Accuracy Assessment,,,,,2008-08-31 00:00,2009-06-30 00:00,Natural,$0.00 ,$0.00 ,"$10,000.00 ","$10,000.00 ",$0.00 ,0,H1200040002,2121-0601-NII,,,,,NII,I&M,,Final Report,Apr-12,Jul-12,"Admin closed 10/5/10
Two reports were submitted one for each of the two parks, BAND and SAPU under UNM-002 and UNM-013.",1,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,Research,1,,0,,1,Esteban Muldavin,Lisa Thomas
National Park Service (NPS),2008,7400080030,UNM-018,,University of New Mexico (UNM),CHCU,Inventorying & Re-Housing Aztec Ruins Museum Collections,,,,,2008-09-15 00:00,2010-06-30 00:00,Cultural,$0.00 ,$0.00 ,"$20,923.00 ","$20,923.00 ",$0.00 ,0,H1200040002,7400-0675-COC,,,,,COC,Museum Collection Preservation and Protection Fund,,Final Report,,,,0,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,Technical Assistance,1,,0,,1,David Phillips,Wendy Bustard
National Park Service (NPS),2008,7400080031,UNM-019,,University of New Mexico (UNM),CHCU,Cataloging Bis sa'ani Archaeological Museum Collection,,,,,2008-09-29 00:00,2010-12-31 00:00,Cultural,$0.00 ,$0.00 ,"$27,510.00 ","$27,510.00 ",$0.00 ,0,H1200040002,7400-0868-UOC,,,,,UOC,Backlog Cataloging,,Final Report,May-12,Jul-12,,1,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,Technical Assistance,1,,0,,1,David Phillips,Wendy Bustard
National Park Service (NPS),2008,4506080213,ASU-043,,Arizona State University (ASU),ROVA,Complete Oral History Support Park Administrative History,,,,,2008-06-01 00:00,2009-01-15 00:00,Cultural,$0.00 ,$0.00 ,"$2,820.00 ","$2,820.00 ",$0.00 ,0,H1200040002,4506-0807-UCH,,,,,UCH,,,Final Report,Jul-11,Aug-11,,1,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,Technical Assistance,0,,0,,1,Jannelle Warren-Findley,Paul Weinbaum
National Park Service (NPS),2008,1242080104,ASU-042,,Arizona State University (ASU),MULT,Support CPCESU Operations,Bischoff,Judy,,,2008-09-30 00:00,2011-11-30 00:00,Interdisciplinary,$0.00 ,$0.00 ,"$2,000.00 ","$2,000.00 ",$0.00 ,0,H1200040002,1242-0531-CYY,,,,,CYY,CRPP Base,,Final Report,Mar-12,,Colorado Plateau multi parks. Reports for the Salinas Pueblo museum curator internships are covered in the final reports for ASU-62 and ASU-,1,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,Technical Assistance,0,,0,,1,Charles Redman,Trinkle Jones
National Park Service (NPS),2008,1596080300,USUCP-033,,Utah State University (USU),ZION,Inventory of Aquatic Macroinvertebrates in Park Streams,,,,,2008-09-20 00:00,2011-09-30 00:00,Natural,$0.00 ,$0.00 ,"$15,000.00 ","$15,000.00 ",$0.00 ,0,H1200040002,1596-0006-NZY,,,,,NZY,Park,,Final Report,,,,0,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,Research,0,,0,,1,Mark Vinson,David Sharrow
National Park Service (NPS),2008,8213070031,MNA-027,MNA-024,Museum of Northern Arizona (MNA),GRCA,Archaeological Synthesis Database Management,Brennan,Ellen,,,2008-10-01 00:00,2009-08-28 00:00,Cultural,$0.00 ,$0.00 ,"$5,989.00 ","$5,989.00 ",$0.00 ,0,H1200040002,8213-0801-CYA,,,,,CYA,MULTI CYA $4000 NZY $1989,,Final Report,yes,,8213-0801-CYA $4000; 8213-10000-NZY $1989,1,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,Technical Assistance,0,,0,,1,Francis Smiley,Ellen Brennan
National Park Service (NPS),2008,86500800272,CDA-06,,Archaeology Southwest (ASW) (Formerly The Center for Desert Archaeology),MOCA,Analysis Artifact Assemblages Recovered AZ 0:5:75,,,,,2008-09-01 00:00,2010-06-30 00:00,Interdisciplinary,$0.00 ,$0.00 ,"$24,618.00 ","$24,618.00 ",$0.00 ,0,H1200040002,8650-6035-C8A,,,,,C8A,80% Fee Demo,,Final Report,,,,0,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,Research,0,,0,,1,Susan Hall,Matt Guebard
National Park Service (NPS),2008,1344080015,CCAC-002,,Crow Canyon Archaeological Center (CCAC),CANY,Ruins Assessment Planning in Salt Creek Archeological District,,,,,2008-09-15 00:00,2009-06-30 00:00,Cultural,$0.00 ,$0.00 ,"$18,683.00 ","$18,683.00 ",$0.00 ,0,H1200040002,1344-0801-CYA,,,,,CYA,Vanishing Treasures,,Final Report,,,Crow Canyon Arch Center,0,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,Technical Assistance,0,,0,,1,Mark Varien,Chris Goetze
National Park Service (NPS),2008,1344080016,CCAC-001,,Crow Canyon Archaeological Center (CCAC),HOVE,"Goodman Point Archeological Project: Completion Field Season, Artifact Processing & Analysis",,,,,2008-09-30 00:00,2009-05-31 00:00,Cultural,$0.00 ,$0.00 ,"$20,000.00 ","$20,000.00 ",$0.00 ,0,H1200040002,1344-0801-CYA,,,,,CYA,Vanishing Treasures,,Final Report,,,,0,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,Technical Assistance,0,,0,,1,Mark Varien,Chris Goetze
National Park Service (NPS),2008,08AC00082,NAU-292,,Northern Arizona University (NAU),MULT,Support Colorado Plateau Cooperative Ecosystem Studies Unit,Bischoff,Judy,Hiebert,Ron,2008-09-15 00:00,2013-08-31 00:00,Interdisciplinary,$0.00 ,$0.00 ,"$10,000.00 ","$10,000.00 ",$0.00 ,0,H1200040002,1242-CECP-RYY,CSE35YM,,,,RYY,NR Challenge- CESU,,Final Report,,,R1242080103,0,2010-02-17 00:00,$0.00 ,$0.00 ,Project period extension.,2010-10-13 00:00,$0.00 ,$0.00 ,Attached modification changes ATR from Trinkle Jones to Judy Bischoff.,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,Technical Assistance,0,,0,,1,Ron Hiebert,Judy Bischoff
National Park Service (NPS),2008,08AC00037,NAU-293,,Northern Arizona University (NAU),WACA,"Archeological mapping & Condition Assessment at Ten Sites near Fourth Fort Archeological Complex, Walnut Canyon NM",Baldwin,Lisa,Downum,C.E.,2008-08-01 00:00,2012-12-31 00:00,Cultural,$0.00 ,$0.00 ,"$55,648.00 ","$55,648.00 ",$0.00 ,0,H1200040002,7470-0801-CYA,"ANT35YS, 1000539",2011-06-30 00:00,2012-12-31 00:00,,CYA,Vanishing Treasures,,Final Report,Feb-14,Nov-14,R7470080071,1,2011-05-20 00:00,$0.00 ,$0.00 ,This modification extends the period of performance to 6/30/11.,2012-07-26 00:00,$0.00 ,$0.00 ,Change in period of performance to 12/31/12.,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,Technical Assistance,1,,0,,1,Chris Downum,Lisa Baldwin
National Park Service (NPS),2008,08AC00063,NAU-294,,Northern Arizona University (NAU),ZION,"Identification & Cataloging of Specimens Collected from 1976 Grapevine Springs, Zion NP",Armstrong,Fred,Cobb,Neil,2008-06-30 00:00,2012-07-31 00:00,Cultural,$0.00 ,$0.00 ,"$18,800.00 ","$18,800.00 ",$0.00 ,0,H1200040002,1592-9865-UOC,MPC35YT,,,,UOC,Backlog Cataloging,,Final Report,Jun-13,,R1592008010,1,2010-10-13 00:00,$0.00 ,$0.00 ,Change in period of performance.,2011-08-10 00:00,$0.00 ,$0.00 ,This reflects a change in the period of performance to 7/31/12.,2012-01-26 00:00,$0.00 ,$0.00 ,This modification changes the ATR from Leslie Courtright to Fred Armstrong.,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,Research,0,,0,,1,Neil Cobb,Fred Armstrong
National Park Service (NPS),2008,09AC00184,NAU-295,,Northern Arizona University (NAU),CHIS,Application of Restoration Rapid Assessment Tool Disturbed Sites Santa Rosa Island Support Development Restoration Plan,,Sarah,Anderson,Scott,2008-10-01 00:00,2012-05-31 00:00,Natural,$0.00 ,$0.00 ,"$30,136.00 ","$30,136.00 ","$14,502.00 ",0,H1200040002,2340-0602-N3P,CSE35YP,,,,N3P,WASO 20% fee funds,,Final Report,Jun-12,Dec-12,R2340080067,1,2008-09-16 00:00,"$16,592.00 ",$0.00 ,"These funds are being transferred from accounts CSE35HV, CSE35UN, and CSE35QH with separate budgets.",2010-09-20 00:00,($958.00),$0.00 ,"This action is for accounting purposes only for reconciling three RRAT NPS accounts (CSE35HV, CSE35UN, and CSE35QH) that were combined into one.",2010-12-23 00:00,$0.00 ,$0.00 ,Change period of performance.,2011-10-07 00:00,$0.00 ,$0.00 ,This modification updates the period of performance to 3/31/12.,2012-05-04 00:00,$0.00 ,$0.00 ,POP change to 5/31/12,,$0.00 ,$0.00 ,,Research,0,,0,,1,Anderson,Chaney
National Park Service (NPS),2008,7430080013,NAU-296,,Northern Arizona University (NAU),NAVA,Inscription House Midden Recovery & Research Project,Masayemptewa,Lloyd,Smiley,Francis,2008-09-15 00:00,2011-07-01 00:00,Interdisciplinary,$0.00 ,$0.00 ,"$43,000.00 ","$43,000.00 ",$0.00 ,0,H1200040002,7430-CZA,ANT35YU,,,,CZA,ONPS,,Final Report,Jul-11,Aug-11,,1,2010-08-19 00:00,$0.00 ,$0.00 ,,2011-03-14 00:00,$0.00 ,$0.00 ,The purpose of this modification is to change the ATR from Nancy Skinner to Lloyd Masayumptewa.,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,Research,1,,0,,1,Francis Smiley,Lloyd Masayumptewa
National Park Service (NPS),2009,09AC00120,UAZCP-196,,University of Arizona (UAZ),MULT,Provide Technical and Reference Assistance,,,,,2009-08-01 00:00,2012-06-30 00:00,Cultural,$0.00 ,$0.00 ,"$20,908.00 ","$20,908.00 ",$0.00 ,0,H1200090005,multiple,,,,,CYC,,,Final Report,Aug-12,Oct-12,"CAGR, ORPI, SAGU, Southeast Utah Group & IMR
1344-1000-CZC, 8105-0903-CYC, 8105-0905-CYC, 8106-TYO, 8600-0001-CYA
R8100090254
Electronic final report on UAZ mini-jump drive.",1,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,Technical Assistance,0,,0,,1,Rich Lange,Tef Rodeffer
National Park Service (NPS),2009,8100090322,ASU-050,,Arizona State University (ASU),SAPU,Annual CPCESU Museum Studies Internship:  Catalog & Rehouse Collections from Salinas Pueblo Missions,,,,,2009-09-01 00:00,2012-12-31 00:00,Cultural,$0.00 ,$0.00 ,"$14,750.00 ","$14,750.00 ",$0.00 ,0,H1200090005,8105-0833-CCS,,,,,CCS,,,Final Report,Feb-12,Mar-12,"MULTI ACCT, MULTI PWE 8105-0833-CCS, 8105-0875-COC, 8105-0865-UOC
Same report submitted for ASU-50 and 62.",1,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,Technical Assistance,0,,0,,1,Arleyn Simon,Kim Beckwith
National Park Service (NPS),2009,8819090005,ASU-051,,Arizona State University (ASU),YOSE,Condition Survey and Re-housing of YOSE Archeological Collections,Kim,Laurie,,,2009-09-29 00:00,2012-01-31 00:00,Cultural,$0.00 ,$0.00 ,"$32,000.00 ","$32,000.00 ",$0.00 ,0,H1200090005,8819-0932-UCC,,,,,UCC,,,Final Report,Jan-12,Mar-12,,1,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,Technical Assistance,0,,0,,1,Arleyn Simon,Laura Kim
National Park Service (NPS),2009,1496090024,FLC-015,,Fort Lewis College (FLC),MEVE,Pilot Study of the Ecological Effects of Mercury Deposition in Mesa Verde National Park,,,,,2009-07-15 00:00,2010-10-31 00:00,Natural,$0.00 ,$0.00 ,"$6,076.00 ","$6,076.00 ",$0.00 ,0,H1200090005,1496-2000-NZP,,,,,NZP,,,Final Report,Jun-11,Jun-11,Closes out FLC-013 as well.,1,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,Research,1,,0,,1,Koren Nydick,George San Miguel
National Park Service (NPS),2009,10AC00154,UNM-028,,University of New Mexico (UNM),BAND,Pinyon-Juniper Restoration Monitoring,,,,,2009-10-01 00:00,2012-09-30 00:00,Natural,$0.00 ,$0.00 ,"$61,425.00 ","$61,425.00 ",$0.00 ,0,H1200090005,7127-9010-NNS,,,,,NNS,,,Final Report,Feb-13,,R7127090124,1,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,Technical Assistance,0,,0,,1,Esteban Muldavin,Brian Jacobs
National Park Service (NPS),2009,09AC00123,UPE-006,,University of Pennsylvania - School of Design (UPE),PISP,Historic Stuctures Report,Hiscock,John,Matero,Frank,2009-08-09 00:00,2013-07-29 00:00,Cultural,$0.00 ,$0.00 ,"$90,000.00 ","$90,000.00 ",$0.00 ,,H1200090005,1510-9030-CCH 1510-CZS,,,,,CCH,,,Final Report,,,"PWE CCH and CZS
R1510090300",0,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,Technical Assistance,0,,0,,1,Frank Matero,John Hiscock
National Park Service (NPS),2009,8230090276,SUU-018,,Southern Utah University (SUU),PARA,Annotated Vascular Plant Database & Publication,Bradybaugh,Jeff,Hildebrand,Terri,2009-09-15 00:00,2011-06-01 00:00,Natural,$0.00 ,$0.00 ,"$19,000.00 ","$19,000.00 ",$0.00 ,0,H1200090005,2128-0901-NII 8007-GB03-REZ 8230-0901-NNR,,,,,NII,,,Final Report,Aug-10,Dec-10,"Multi PWE NII REZ NNR
Problem with electronic final report - can't read disc
Created new disk 8-5-11",1,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,Technical Assistance,0,,0,,1,Terri Hildebrand,Jeff Bradybaugh
National Park Service (NPS),2010,1242100001,NAU-350,,Northern Arizona University (NAU),SUCR,Student Internship to NAU's Envionmental Caucus and NPS Cinder Cone Trails Workshop,,,Silbert,Shelley,2009-10-01 00:00,2010-12-31 00:00,Natural,$0.00 ,$0.00 ,"$7,218.00 ","$7,218.00 ",$0.00 ,0,H1200090005,1242-CECP-RYY,,,,,,,,Final Report,,,,0,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,Educational,0,,0,,1,Shelley Silbert,Judy Bischoff
